Accession,Protein,Organism_Name,Species,Genotype,Isolate,GenBank_Title,Length,Geo_Location,Country,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
WEY06259,minor nucleoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003456_C092,minor nucleoprotein [Sudan ebolavirus],288,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-21,2023-08-08,ssRNA(-)
WEY06260,membrane-associated protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003456_C092,membrane-associated protein [Sudan ebolavirus],251,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-21,2023-08-08,ssRNA(-)
WEY06261,RNA-dependent RNA polymerase,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003456_C092,RNA-dependent RNA polymerase [Sudan ebolavirus],2210,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-21,2023-08-08,ssRNA(-)
WEY06262,nucleoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003624_C072,nucleoprotein [Sudan ebolavirus],738,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-10,2023-08-08,ssRNA(-)
WEY06263,polymerase complex protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003624_C072,polymerase complex protein [Sudan ebolavirus],329,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-10,2023-08-08,ssRNA(-)
WEY06264,matrix protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003624_C072,matrix protein [Sudan ebolavirus],326,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-10,2023-08-08,ssRNA(-)
WEY06265,sGP,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003624_C072,sGP [Sudan ebolavirus],372,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-10,2023-08-08,ssRNA(-)
WEY06266,spike glycoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003624_C072,spike glycoprotein [Sudan ebolavirus],676,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-10,2023-08-08,ssRNA(-)
WEY06267,secreted glycoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003624_C072,secreted glycoprotein [Sudan ebolavirus],318,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-10,2023-08-08,ssRNA(-)
WEY06268,minor nucleoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003624_C072,minor nucleoprotein [Sudan ebolavirus],288,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-10,2023-08-08,ssRNA(-)
WEY06269,membrane-associated protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003624_C072,membrane-associated protein [Sudan ebolavirus],251,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-10,2023-08-08,ssRNA(-)
WEY06270,RNA-dependent RNA polymerase,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003624_C072,RNA-dependent RNA polymerase [Sudan ebolavirus],2210,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-10,2023-08-08,ssRNA(-)
WEY06271,nucleoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003579_C067,nucleoprotein [Sudan ebolavirus],738,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-08,2023-08-08,ssRNA(-)
WEY06272,polymerase complex protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003579_C067,polymerase complex protein [Sudan ebolavirus],329,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-08,2023-08-08,ssRNA(-)
WEY06273,matrix protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003579_C067,matrix protein [Sudan ebolavirus],326,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-08,2023-08-08,ssRNA(-)
WEY06274,sGP,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003579_C067,sGP [Sudan ebolavirus],372,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-08,2023-08-08,ssRNA(-)
WEY06275,spike glycoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003579_C067,spike glycoprotein [Sudan ebolavirus],676,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-08,2023-08-08,ssRNA(-)
WEY06276,secreted glycoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003579_C067,secreted glycoprotein [Sudan ebolavirus],318,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-08,2023-08-08,ssRNA(-)
WEY06277,minor nucleoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003579_C067,minor nucleoprotein [Sudan ebolavirus],288,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-08,2023-08-08,ssRNA(-)
WEY06278,membrane-associated protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003579_C067,membrane-associated protein [Sudan ebolavirus],251,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-08,2023-08-08,ssRNA(-)
WEY06279,RNA-dependent RNA polymerase,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003579_C067,RNA-dependent RNA polymerase [Sudan ebolavirus],2210,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-08,2023-08-08,ssRNA(-)
WEY06280,nucleoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003632_C075,nucleoprotein [Sudan ebolavirus],738,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-10,2023-08-08,ssRNA(-)
WEY06281,polymerase complex protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003632_C075,polymerase complex protein [Sudan ebolavirus],329,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-10,2023-08-08,ssRNA(-)
WEY06282,matrix protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003632_C075,matrix protein [Sudan ebolavirus],326,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-10,2023-08-08,ssRNA(-)
WEY06283,sGP,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003632_C075,sGP [Sudan ebolavirus],372,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-10,2023-08-08,ssRNA(-)
WEY06284,spike glycoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003632_C075,spike glycoprotein [Sudan ebolavirus],676,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-10,2023-08-08,ssRNA(-)
WEY06285,secreted glycoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003632_C075,secreted glycoprotein [Sudan ebolavirus],318,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-10,2023-08-08,ssRNA(-)
WEY06286,minor nucleoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003632_C075,minor nucleoprotein [Sudan ebolavirus],288,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-10,2023-08-08,ssRNA(-)
WEY06287,membrane-associated protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003632_C075,membrane-associated protein [Sudan ebolavirus],251,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-10,2023-08-08,ssRNA(-)
WEY06288,RNA-dependent RNA polymerase,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003632_C075,RNA-dependent RNA polymerase [Sudan ebolavirus],2210,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-10,2023-08-08,ssRNA(-)
WEY06289,nucleoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003454_C091,nucleoprotein [Sudan ebolavirus],738,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-20,2023-08-08,ssRNA(-)
WEY06290,polymerase complex protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003454_C091,polymerase complex protein [Sudan ebolavirus],329,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-20,2023-08-08,ssRNA(-)
WEY06291,matrix protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003454_C091,matrix protein [Sudan ebolavirus],326,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-20,2023-08-08,ssRNA(-)
WEY06292,sGP,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003454_C091,sGP [Sudan ebolavirus],372,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-20,2023-08-08,ssRNA(-)
